leaid,leaname,fips,stateabb,gsmean_pool,gsgrdslope_pool,gscohslope_pool,gsmathslope_pool,gsmeanse_pool,gsgrdslopese_pool,gscohslopese_pool,gsmathslopese_pool
2719320,MEDFORD PUBLIC SCHOOL DISTRICT,MN,MN,0.324640842,0.988243328,0.091295012,0.241924021,0.06609653,0.05535623,0.041974301,0.126039231
2720550,MELROSE PUBLIC SCHOOL DISTRICT,MN,MN,0.042984974,1.290196767,0.171796745,0.951557417,0.061794278,0.052073477,0.039387958,0.118101724
2720580,MENAHGA PUBLIC SCHOOL DISTRICT,MN,MN,0.56632077,1.110897663,0.194581548,0.628729936,0.065826577,0.055774939,0.041979015,0.125307871
2720670,MILACA PUBLIC SCHOOL DISTRICT,MN,MN,0.081343963,1.099054417,0.169195527,0.7698548,0.056220149,0.048246503,0.036893344,0.108430157
2721240,MINNEAPOLIS PUBLIC SCHOOL DIST.,MN,MN,-0.890029245,1.079451679,0.096333953,0.403243183,0.045353344,0.039799041,0.030529493,0.088458279
2721270,MINNEOTA PUBLIC SCHOOL DISTRICT,MN,MN,-0.090772609,0.954339566,0.101368947,0.30330493,0.083640036,0.066264701,0.051127503,0.154067885
2721320,MONTEVIDEO PUBLIC SCHOOL DISTRICT,MN,MN,0.173523957,0.948352373,-0.0276544,0.267062528,0.059071301,0.051165248,0.038293839,0.113667444
2721360,MONTGOMERY-LONSDALE SCHOOL DISTRICT,MN,MN,0.585678031,1.084558686,0.049392738,0.573089641,0.077259478,0.066818204,0.0535324,0.136633536
2721390,MONTICELLO PUBLIC SCHOOL DISTRICT,MN,MN,1.10064021,1.197869734,0.197768408,0.458076453,0.05004822,0.043503328,0.033174137,0.097248335
2721420,MOORHEAD PUBLIC SCHOOL DISTRICT,MN,MN,0.60220151,1.194268979,0.104302323,0.714155222,0.04923162,0.042850964,0.032729068,0.0956533
2721450,MOOSE LAKE PUBLIC SCHOOL DISTRICT,MN,MN,0.576898949,1.036500818,0.105359747,0.25221194,0.070192963,0.059953324,0.044350607,0.133445893
2721480,MORA PUBLIC SCHOOL DISTRICT,MN,MN,0.618430402,1.120282126,0.201252714,0.208410336,0.055765234,0.047869498,0.036438418,0.107547639
2721540,MORRIS PUBLIC SCHOOL DISTRICT,MN,MN,1.134312967,1.049045675,0.121514277,0.915194201,0.064976484,0.054952205,0.041929327,0.123665342
2722920,WESTONKA PUBLIC SCHOOL DISTRICT,MN,MN,2.094402318,0.888902506,0.055035777,0.648680248,0.056955785,0.050768389,0.037366439,0.109844067
2722950,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,MN,MN,1.615086793,1.094508784,0.050324895,0.419788447,0.048176268,0.042137329,0.032061991,0.093717472
2723010,MOUNTAIN LAKE PUBLIC SCHOOLS,MN,MN,0.514621509,0.804802238,0.11339211,0.404559927,0.074908658,0.061466975,0.046641719,0.14093257
2723310,NASHWAUK-KEEWATIN SCHOOL DISTRICT,MN,MN,0.185141967,1.184262388,0.219783906,0.647698605,0.071349798,0.059284134,0.04476579,0.134739887
2723370,NEVIS PUBLIC SCHOOL DISTRICT,MN,MN,0.697595544,1.004301013,0.005190143,0.311388757,0.073396385,0.060061022,0.045438567,0.138425073
2723400,NEW LONDON-SPICER SCHOOL DISTRICT,MN,MN,0.786294535,1.062582046,0.009100794,0.430072622,0.058506148,0.049731832,0.037619329,0.112454713
2723430,NEW PRAGUE AREA SCHOOLS,MN,MN,1.543419339,1.323330463,0.198065857,0.712785174,0.0504836,0.044018349,0.033393144,0.097983619
2723490,NEW ULM PUBLIC SCHOOL DISTRICT,MN,MN,0.529431034,1.081669728,0.090154118,0.462843744,0.055180272,0.047553249,0.035979491,0.106539749
2723520,NEW YORK MILLS PUBLIC SCHOOL DIST.,MN,MN,0.488852519,1.263638368,0.182278463,0.687865491,0.067107638,0.055720196,0.04287043,0.127442272
2723550,MARSHALL COUNTY CENTRAL SCHOOLS,MN,MN,0.300443769,0.65103291,-0.005749849,0.102357158,0.079699749,0.064938986,0.048551915,0.149024403
2723580,NICOLLET PUBLIC SCHOOL DISTRICT,MN,MN,0.810149986,1.02991291,0.06097864,0.555837745,0.098779159,0.073825947,0.056087349,0.172894432
2723820,NORTH BRANCH PUBLIC SCHOOLS,MN,MN,0.856925183,0.920002587,0.042091387,0.103148584,0.050554622,0.044012625,0.033554345,0.098095561
2723850,NORTH ST PAUL-MAPLEWOOD SCHOOL DIST,MN,MN,0.584971164,0.957340901,0.060355269,0.926315484,0.046872736,0.041047875,0.031374607,0.091277657
2723880,NORTHFIELD PUBLIC SCHOOL DISTRICT,MN,MN,1.434132278,1.098595557,0.000920723,0.226215863,0.051877282,0.044791739,0.034094126,0.100518993
2723910,NORWOOD PUBLIC SCHOOL DISTRICT,MN,MN,0.853920882,1.027286867,0.06069051,0.733288418,0.060190142,0.051054441,0.038613606,0.115253993
2723970,OGILVIE PUBLIC SCHOOL DISTRICT,MN,MN,-0.175193901,0.959125637,0.135507872,0.323240481,0.072968035,0.061744764,0.045669464,0.137677734
2724030,OKLEE PUBLIC SCHOOL DISTRICT,MN,MN,-0.060238052,0.817527976,-0.064672507,-0.208407739,0.246425531,0.117245237,0.07287787,0.24052783
2725050,ONAMIA PUBLIC SCHOOL DISTRICT,MN,MN,-0.702933699,0.818796007,-0.050476914,0.84200535,0.074994374,0.061564641,0.046011149,0.140604502
2725080,ORONO PUBLIC SCHOOL DISTRICT,MN,MN,1.999653484,1.043062113,0.072246314,0.394897714,0.054817182,0.046966253,0.035684256,0.105862983
2725110,ORTONVILLE PUBLIC SCHOOL DISTRICT,MN,MN,0.329095927,0.952085881,0.059145994,0.193452672,0.259033229,0.118685091,0.097505287,0.263637182
2725140,OSAKIS PUBLIC SCHOOL DISTRICT,MN,MN,1.101486419,1.134069305,0.028241584,0.852071003,0.067973696,0.055541195,0.04238099,0.12893614
2725200,OSSEO PUBLIC SCHOOL DISTRICT,MN,MN,0.452696274,1.129113663,0.101521765,0.465104704,0.04551131,0.039937842,0.030582916,0.088760775
2728050,OWATONNA PUBLIC SCHOOL DISTRICT,MN,MN,0.691137188,0.938910216,-0.032177874,0.735080253,0.049638942,0.043358578,0.033048179,0.096410485
2728080,PARK RAPIDS PUBLIC SCHOOL DISTRICT,MN,MN,0.523719254,0.911345517,0.090038586,0.505953136,0.058177329,0.049768122,0.037436102,0.112361436
2728110,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,MN,MN,0.754720771,1.109330861,0.173366692,0.938806444,0.073917264,0.060610683,0.045774988,0.139253848
2728140,PAYNESVILLE PUBLIC SCHOOL DISTRICT,MN,MN,0.62715773,1.085228077,0.176680268,0.547964924,0.060932712,0.051987509,0.038717896,0.116674399
2728170,PELICAN RAPIDS PUBLIC SCHOOL DIST.,MN,MN,-0.036897467,1.004847101,0.059769845,0.843159427,0.068472373,0.058308836,0.043142399,0.130315277
2728200,PEQUOT LAKES PUBLIC SCHOOLS,MN,MN,1.04141314,1.09330378,0.09054061,0.423219104,0.055782687,0.048170129,0.036560517,0.107631414
2728230,PERHAM PUBLIC SCHOOL DISTRICT,MN,MN,0.740291842,1.101846579,-0.000943557,0.628629425,0.059865089,0.051603587,0.038725383,0.114785841
2728290,RUSHFORD-PETERSON PUBLIC SCHLS.,MN,MN,1.058854422,1.130078709,0.08262154,0.449989568,0.06772762,0.056065839,0.042889388,0.128640426
2728320,PIERZ PUBLIC SCHOOL DISTRICT,MN,MN,0.621773703,1.090054263,0.079371337,0.851697246,0.058203161,0.050412789,0.038058694,0.112170601
2728350,PILLAGER PUBLIC SCHOOL DISTRICT,MN,MN,0.331394048,0.977373134,0.093027044,0.391703469,0.068017841,0.056822745,0.042918667,0.128988189
2728380,PINE CITY PUBLIC SCHOOL DISTRICT,MN,MN,0.439174936,0.962048488,0.102477863,0.515150628,0.057291942,0.04877039,0.037575341,0.110365362
2728950,PINE ISLAND PUBLIC SCHOOL DIST.,MN,MN,1.213774744,1.192850806,-0.009468226,0.435391206,0.062484509,0.052168407,0.039915392,0.119634675
2728970,PINE RIVER-BACKUS SCHOOL DISTRICT,MN,MN,0.038357582,0.848096906,0.061844546,0.49091807,0.067341114,0.057245624,0.042889596,0.128427147
2729070,PLUMMER PUBLIC SCHOOL DISTRICT,MN,MN,0.803538525,1.040166884,0.014576517,-0.08825013,0.125195963,0.088902448,0.057667496,0.180623525
2730030,PRINCETON PUBLIC SCHOOL DISTRICT,MN,MN,0.462858829,1.072836133,0.099100172,0.386850946,0.05096157,0.044214817,0.033808067,0.098822411
2730060,PRIOR LAKE-SAVAGE AREA SCHOOLS,MN,MN,1.64768932,1.146808244,0.169871805,0.793229434,0.047785638,0.041717905,0.031770719,0.092991302
2730090,PROCTOR PUBLIC SCHOOL DISTRICT,MN,MN,0.285721466,0.763034436,-0.005083151,0.205765465,0.05702903,0.048779486,0.037108733,0.109961675
2730150,RANDOLPH PUBLIC SCHOOL DISTRICT,MN,MN,1.19645382,0.666729352,-0.069775812,0.520930035,0.073797007,0.061328228,0.045833566,0.139194857
2730450,RED LAKE FALLS PUBLIC SCHOOL DIST.,MN,MN,-0.087406955,1.012153837,0.146239524,0.723301827,0.081917348,0.066169497,0.049476795,0.152330897
2730480,RED WING PUBLIC SCHOOL DISTRICT,MN,MN,0.87370685,1.125313665,0.14283718,0.615229271,0.052853841,0.045739052,0.034986455,0.102316715
2730510,RED LAKE PUBLIC SCHOOL DISTRICT,MN,MN,-2.329464732,0.639538799,0.052582045,0.750004984,0.068162149,0.057566138,0.041151938,0.124032867
2730870,NORTHLAND COMMUNITY SCHOOLS,MN,MN,0.404857003,0.913201943,-0.047926162,0.515844457,0.097960746,0.079683925,0.058147829,0.174427372
2731750,RICHFIELD PUBLIC SCHOOL DISTRICT,MN,MN,-1.002520505,1.067686354,0.142631348,0.556194171,0.051599649,0.044739272,0.034198731,0.099919359
2731780,ROBBINSDALE PUBLIC SCHOOL DISTRICT,MN,MN,-0.265004802,0.858706467,-0.062949858,0.173451863,0.046776689,0.04097668,0.03133293,0.091121255
2731800,ROCHESTER PUBLIC SCHOOL DISTRICT,MN,MN,1.116016509,1.010989837,-0.047139067,0.572498792,0.046258091,0.040568131,0.031027076,0.090151049
2732070,ROCKFORD PUBLIC SCHOOL DISTRICT,MN,MN,0.954509229,1.084910082,0.020843485,0.550394881,0.057666214,0.049746333,0.037636875,0.110957201
2732250,ROSEAU PUBLIC SCHOOL DISTRICT,MN,MN,0.920762451,0.927136328,0.072444113,0.591370082,0.0586174,0.050829719,0.037643612,0.112708286
2732390,ROSEMOUNT-APPLE VALLEY-EAGAN,MN,MN,1.430972164,0.974009156,0.040641754,0.363183761,0.045338657,0.039824485,0.030476002,0.088434671
2732430,ROSEVILLE PUBLIC SCHOOL DISTRICT,MN,MN,0.753026594,0.927773655,-0.041053214,0.335018432,0.04989959,0.043477268,0.033167973,0.096903414
2732460,ROTHSAY PUBLIC SCHOOL DISTRICT,MN,MN,0.646991047,0.97612239,0.074210839,0.265880209,0.207700895,0.106741851,0.077140802,0.276666881
2732490,ROUND LAKE PUBLIC SCHOOL DISTRICT,MN,MN,0.169449379,1.052018214,0.064927959,0.364986346,0.349331273,0.136462596,0.094671111,0.331592351
2732520,ROYALTON PUBLIC SCHOOL DISTRICT,MN,MN,0.709306413,1.002465741,-0.044388379,0.619909909,0.063216009,0.053431433,0.040418619,0.120389285
2732550,RUSH CITY PUBLIC SCHOOL DISTRICT,MN,MN,0.384538619,0.890855143,0.063866351,0.194656537,0.065131935,0.055707661,0.041435595,0.12389408
2732700,SOUTH KOOCHICHING SCHOOL DISTRICT,MN,MN,-0.383074061,0.917655998,-0.078886825,0.462999692,0.082939132,0.066559569,0.050370548,0.154266975
2732820,SARTELL-ST. STEPHEN SCHOOL DISTRICT,MN,MN,1.667086738,1.284975739,0.113899169,0.820617968,0.050623972,0.044216545,0.033580432,0.0983009
2732850,SAUK CENTRE PUBLIC SCHOOL DISTRICT,MN,MN,0.472148391,1.110248734,0.094532349,0.605830692,0.065323035,0.054569213,0.040987027,0.124206701
2732880,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,MN,MN,1.039703595,1.208817316,0.135767554,0.593502336,0.050559556,0.043999737,0.033398635,0.098122872
2732970,SEBEKA PUBLIC SCHOOL DISTRICT,MN,MN,0.286683587,1.196859539,0.293678876,0.425990881,0.075541482,0.062062882,0.046437372,0.141871455
2733000,SHAKOPEE PUBLIC SCHOOL DISTRICT,MN,MN,0.915788394,0.972050249,0.135768634,0.574166494,0.048322235,0.042221984,0.032263768,0.093964967
2733210,SLEEPY EYE PUBLIC SCHOOL DISTRICT,MN,MN,0.744048204,1.114608339,0.313868999,0.932873239,0.073352217,0.060272144,0.045506095,0.138169569
2733270,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,MN,MN,0.209045331,1.031143028,0.038463531,0.5593783,0.052276173,0.045674911,0.034492694,0.101310887
2733300,SPRING GROVE SCHOOL DISTRICT,MN,MN,0.543047857,0.972921746,0.006252446,0.166294122,0.095043984,0.073861844,0.053978484,0.171875697
2733330,SPRING LAKE PARK PUBLIC SCHOOLS,MN,MN,0.585181059,0.978016532,0.059280746,0.428388222,0.049347528,0.043041227,0.032835764,0.095882727
2733390,SPRINGFIELD PUBLIC SCHOOL DISTRICT,MN,MN,1.184885004,1.014818943,0.159071468,1.063789326,0.071672685,0.059277382,0.044918399,0.135343169
2733420,ST. ANTHONY-NEW BRIGHTON SCHOOLS,MN,MN,1.763312512,1.036999816,0.110884798,0.38186461,0.061250066,0.052437394,0.038885034,0.116719469
2733450,ST. CHARLES PUBLIC SCHOOL DISTRICT,MN,MN,1.138877045,1.321374959,0.267463616,1.024448737,0.063732112,0.05237434,0.039703881,0.122164318
2733480,ST. CLAIR PUBLIC SCHOOL DISTRICT,MN,MN,0.38657078,0.798526126,-0.071755758,0.211529369,0.069306298,0.057212729,0.043403406,0.13143467
2733510,ST. CLOUD PUBLIC SCHOOL DISTRICT,MN,MN,0.176385375,1.057400642,0.030048814,0.828004948,0.047418576,0.041507283,0.031755142,0.092306777
2733540,ST. FRANCIS PUBLIC SCHOOL DISTRICT,MN,MN,0.817088672,1.082916559,0.124830304,0.691009888,0.048299085,0.042173276,0.032195626,0.093956461
2733600,ST. JAMES PUBLIC SCHOOL DISTRICT,MN,MN,-0.55279061,0.949296198,0.071739228,0.339394175,0.064920248,0.053737316,0.041199164,0.123781378
2733720,NETT LAKE PUBLIC SCHOOL DISTRICT,MN,MN,-0.093468102,1.004244591,0.044280073,0.12669474,0.560222807,0.144876414,0.094617847,0.373158143
2733780,ST. LOUIS PARK PUBLIC SCHOOL DIST.,MN,MN,1.005376563,0.938293438,0.062743545,-0.00551909,0.052385521,0.045421586,0.034518321,0.101532586
2733790,ST. MICHAEL-ALBERTVILLE SCHOOL DIST,MN,MN,1.226613151,1.108022203,0.105702748,0.653762864,0.047680655,0.041733216,0.031858278,0.092788772
2733810,SOUTH WASHINGTON COUNTY SCHOOL DIST,MN,MN,1.427881208,1.152804611,0.106301736,0.576582206,0.045727815,0.040115025,0.030707969,0.089163468
2733840,ST. PAUL PUBLIC SCHOOL DISTRICT,MN,MN,-0.750245111,1.023930102,0.037511155,0.733091462,0.044969944,0.039499707,0.030303637,0.087742203
2733870,ST. PETER PUBLIC SCHOOL DISTRICT,MN,MN,1.151012148,1.112054911,0.17276835,0.527199513,0.059242082,0.051964481,0.038072081,0.114269883
2733900,STAPLES-MOTLEY SCHOOL DISTRICT,MN,MN,0.081428127,1.041500737,0.034775231,0.460732133,0.059140398,0.050431395,0.038296318,0.113546901
2738160,STEWARTVILLE PUBLIC SCHOOL DISTRICT,MN,MN,1.134932571,1.005834264,0.051619947,0.898440632,0.056215368,0.049118718,0.036872458,0.108347271
2738190,STILLWATER AREA PUBLIC SCHOOL DIST.,MN,MN,1.718240987,1.051342437,0.088697532,0.413407228,0.047365683,0.041308525,0.031594229,0.092207007
2738280,SWANVILLE PUBLIC SCHOOL DISTRICT,MN,MN,0.302078322,0.886766411,0.07496818,0.659554442,0.097321418,0.074715236,0.056509006,0.173259039
2738850,THIEF RIVER FALLS SCHOOL DISTRICT,MN,MN,0.783304346,0.971801558,0.016929003,0.763388764,0.054895166,0.047443335,0.036175584,0.105938857
2738880,ESKO PUBLIC SCHOOL DISTRICT,MN,MN,1.431799422,1.163786044,0.094329568,0.423247228,0.059006196,0.050728038,0.038443402,0.113340202
2740590,TRACY PUBLIC SCHOOL DISTRICT,MN,MN,0.79821198,1.056784477,0.033437583,0.032057322,0.246694853,0.115757388,0.097457142,0.248925548
2740665,TRITON SCHOOL DISTRICT,MN,MN,0.257345986,0.879776083,0.046067806,0.440941844,0.060872742,0.052105741,0.039276448,0.116732734
2740680,TRUMAN PUBLIC SCHOOL DISTRICT,MN,MN,-0.028692287,0.776285107,-0.027478484,0.403845168,0.13689999,0.094857616,0.073656386,0.208832592
2740740,LAKE SUPERIOR PUBLIC SCHOOL DIST.,MN,MN,0.487234485,0.916378782,0.003618463,0.194783161,0.055290052,0.047977475,0.036205827,0.106877901
2740810,ULEN-HITTERDAL PUBLIC SCHOOL DIST,MN,MN,0.608746462,0.887521827,-0.008205461,0.340429089,0.1071532,0.079638329,0.05864413,0.186496381
2740830,UNDERWOOD PUBLIC SCHOOL DISTRICT,MN,MN,0.633301313,0.933148008,-0.010263029,-0.020080334,0.071647354,0.059258019,0.044821954,0.13540209
2740860,UPSALA PUBLIC SCHOOL DISTRICT,MN,MN,0.370209912,1.013252736,-0.104162193,0.452378919,0.080650719,0.06592674,0.049270545,0.150330292
2740920,VERNDALE PUBLIC SCHOOL DISTRICT,MN,MN,0.472787728,0.892293861,0.004980081,0.272050577,0.076417281,0.062657917,0.047149369,0.143418261
2741040,VIRGINIA PUBLIC SCHOOL DISTRICT,MN,MN,1.144169977,1.044219474,0.134555326,0.560344478,0.057898434,0.050653022,0.037482576,0.111567317
2741060,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,MN,MN,1.253280419,0.940253561,0.034545781,0.327771881,0.072383022,0.05958203,0.045453471,0.136597778
2741430,WABASSO PUBLIC SCHOOL DISTRICT,MN,MN,0.318712659,0.91723338,-0.128742374,0.448492405,0.08578079,0.068303126,0.050418745,0.157521684
2741460,WACONIA PUBLIC SCHOOL DISTRICT,MN,MN,1.813602401,0.977161533,0.097107437,0.812018665,0.052366752,0.045492674,0.034149571,0.101456432
2741850,WARROAD PUBLIC SCHOOL DISTRICT,MN,MN,0.479290154,1.055961426,0.054582888,0.62171625,0.061380489,0.052121554,0.039617374,0.117666108
2741880,WASECA PUBLIC SCHOOL DISTRICT,MN,MN,1.450949581,0.841433448,-0.100372899,0.065829334,0.057272993,0.049309912,0.037236679,0.110303707
2741910,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,MN,MN,1.160705473,1.295358371,0.165661848,0.940204658,0.058555026,0.049881022,0.03783718,0.112630845
2742120,WAUBUN PUBLIC SCHOOL DISTRICT,MN,MN,-0.505497892,0.771879537,0.067523509,0.174908499,0.071437921,0.060010488,0.044607022,0.134754451
2742160,WAYZATA PUBLIC SCHOOL DISTRICT,MN,MN,2.590167533,1.053175012,0.087321914,0.538508991,0.048252854,0.041969426,0.031975619,0.09382701
2742270,WEST ST. PAUL-MENDOTA HTS.-EAGAN,MN,MN,0.57251691,0.920557894,0.011178401,0.183491684,0.051458388,0.044623273,0.034092216,0.099745356
2742330,WHEATON AREA PUBLIC SCHOOL DISTRICT,MN,MN,1.317662197,0.704277918,-0.11686942,0.286409718,0.082024654,0.066676641,0.049638087,0.152592974
2742360,WHITE BEAR LAKE SCHOOL DISTRICT,MN,MN,0.980754271,1.063442867,0.11638259,0.59325405,0.047309462,0.041415011,0.031607548,0.092096363
2742720,WILLMAR PUBLIC SCHOOL DISTRICT,MN,MN,-0.256191112,1.137011459,0.101423073,0.69856579,0.051943389,0.045057492,0.034404344,0.100681494
2742750,WILLOW RIVER PUBLIC SCHOOL DISTRICT,MN,MN,0.041385296,0.897006705,0.084380576,0.689859361,0.078396351,0.06409093,0.048037795,0.146489741
2742780,WINDOM PUBLIC SCHOOL DISTRICT,MN,MN,0.748955179,1.094235082,-0.106677524,0.570574539,0.066600811,0.055475039,0.041858197,0.12618499
2744070,WINONA AREA PUBLIC SCHOOL DISTRICT,MN,MN,0.284232208,1.117185252,0.144862765,0.460366652,0.051367341,0.044711914,0.033949485,0.099659396
2744160,WORTHINGTON PUBLIC SCHOOL DISTRICT,MN,MN,-0.604059833,1.053551694,0.076110986,0.332767794,0.054401453,0.046961811,0.035816003,0.105109946
2744190,WRENSHALL PUBLIC SCHOOL DISTRICT,MN,MN,0.028281422,0.987345927,0.053542091,-0.162427044,0.088968641,0.071324776,0.055208787,0.162153117
2745735,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,MN,MN,1.607336475,1.108815549,0.104380918,0.805047382,0.065033939,0.055284032,0.041144883,0.123959425
2791445,LAKE CRYSTAL-WELLCOME MEMORIAL,MN,MN,1.04978395,0.881808536,0.022179844,0.491090781,0.071131511,0.058883866,0.043774834,0.13421868
2791446,TRI-COUNTY SCHOOL DISTRICT,MN,MN,0.711711239,1.14599517,0.120540411,0.474759317,0.187219678,0.113038966,0.081691163,0.275653997
2791447,KITTSON CENTRAL SCHOOL DISTRICT,MN,MN,0.964876484,1.052607704,0.003521786,0.495156271,0.099752432,0.073809206,0.056391604,0.175258273
2791448,NORMAN COUNTY WEST SCHOOL DISTRICT,MN,MN,1.187727032,1.068316911,0.113256137,0.234746687,0.1246817,0.08615324,0.065978169,0.212691979
2791449,WIN-E-MAC SCHOOL DISTRICT,MN,MN,1.026307024,0.826023019,-0.07661407,0.721353717,0.078774092,0.064594513,0.048291998,0.147206261
2791450,MESABI EAST SCHOOL DISTRICT,MN,MN,0.129960155,0.962668323,0.123909436,0.178890917,0.062948755,0.05430912,0.040351289,0.120422046
2791451,JANESVILLE-WALDORF-PEMBERTON,MN,MN,0.348888602,0.923686211,0.062799621,0.434423732,0.072253615,0.059175387,0.045084696,0.136439736
2800360,ABERDEEN SCHOOL DIST,MS,MS,-2.236684144,0.868029609,0.10823157,-0.143079741,0.058436275,0.049341816,0.037604281,0.112302608
2800390,ALCORN SCHOOL DIST,MS,MS,-0.457917447,0.942428884,0.069281073,-0.600140339,0.050377432,0.043510576,0.033322673,0.097752414
2800420,AMITE CO SCHOOL DIST,MS,MS,-2.485804634,1.007012122,0.023324883,-0.56310249,0.061813754,0.051871703,0.039474922,0.118191382
2800450,AMORY SCHOOL DIST,MS,MS,-0.198298712,1.215810073,0.288043261,-0.136408393,0.056954937,0.048122228,0.036904767,0.109633376
2800510,ATTALA CO SCHOOL DIST,MS,MS,-1.676945166,0.977678283,0.033388019,-0.333798985,0.058925759,0.04912772,0.037836471,0.113106954
2800540,BALDWYN SCHOOL DISTRICT,MS,MS,-0.972858682,0.98374948,-0.088774644,-0.465829592,0.063673133,0.053472868,0.040926159,0.121435717
2800570,BAY ST LOUIS WAVELAND SCHOOL DIST,MS,MS,-0.391816907,0.979105772,-0.01167093,-0.602170999,0.05600302,0.047681062,0.036459567,0.107816748
2800600,BENTON CO SCHOOL DIST,MS,MS,-1.519569774,1.148012225,0.064200774,0.223620296,0.058482026,0.049405298,0.038180529,0.112326478
2800630,BILOXI PUBLIC SCHOOL DIST,MS,MS,0.141423281,1.026081508,0.171849555,-0.389244202,0.049232291,0.042640411,0.032570214,0.095619084
2800660,WEST BOLIVAR SCHOOL DIST,MS,MS,-2.280564228,0.881091827,0.070534457,-0.249984159,0.062599181,0.052904413,0.040529801,0.119808847
2800690,BENOIT SCHOOL DISTRICT,MS,MS,-2.043385785,0.900187649,0.036249227,0.306248959,0.121996419,0.085904547,0.066676153,0.202041806
2800720,NORTH BOLIVAR SCHOOL DISTRICT,MS,MS,-1.577677338,0.7537573,-0.109308668,-0.067227469,0.067648944,0.055431571,0.042663229,0.128107535
2800750,CLEVELAND SCHOOL DIST,MS,MS,-1.284619633,0.738468088,-0.085622787,-0.300726353,0.050555722,0.04343868,0.033396389,0.098009296
2800780,SHAW SCHOOL DISTRICT,MS,MS,-2.812409074,0.990997027,0.037681962,-0.483631699,0.073117437,0.058784322,0.045263137,0.137448856
2800810,MOUND BAYOU PUBLIC SCHOOL,MS,MS,-1.524207377,1.177246109,0.119722291,-0.423783298,0.070322304,0.057368161,0.044098828,0.132818077
2800820,BOONEVILLE SCHOOL DIST,MS,MS,0.373452947,0.809180222,-0.052206524,-0.688396424,0.062499681,0.052337046,0.040194862,0.119535075
2800840,BROOKHAVEN SCHOOL DIST,MS,MS,-1.038772333,0.673869985,-0.015994323,-0.421499948,0.051662677,0.044245352,0.034040189,0.100041594
2800870,CALHOUN CO SCHOOL DIST,MS,MS,-0.828227791,1.021947807,0.116875783,-0.007072464,0.052803951,0.045593881,0.034873861,0.102115721
2800900,CANTON PUBLIC SCHOOL DIST,MS,MS,-1.839305677,0.868074474,0.051824099,-0.054398336,0.051167552,0.044807181,0.034147953,0.099101789
2800930,CARROLL COUNTY SCHOOL DIST,MS,MS,-1.416085934,1.026584044,0.101009489,-0.28060958,0.063527517,0.052952223,0.04030133,0.121317585
2800960,CHICKASAW CO SCHOOL DIST,MS,MS,-1.450771079,0.842651043,0.114743333,0.206374908,0.071879487,0.057958168,0.044218042,0.135566112
2800990,CHOCTAW CO SCHOOL DIST,MS,MS,-0.775777795,0.895363483,0.142409755,-0.329771608,0.055154511,0.047193916,0.036219746,0.106377538
2801020,CLAIBORNE CO SCHOOL DIST,MS,MS,-1.595894866,0.87162725,0.074074515,-0.35362157,0.057684709,0.048536302,0.036756515,0.111064911
2801050,CLARKSDALE MUNICIPAL SCHOOL DIST,MS,MS,-2.2736844,0.925137726,0.140501683,-0.075646689,0.049619549,0.042986819,0.033002879,0.096333715
2801080,CLAY CO SCHOOL DIST,MS,MS,-0.410609653,1.19206944,0.001379453,0.434415774,0.190652573,0.116272265,0.083854627,0.249316532
2801090,CLINTON PUBLIC SCHOOL DIST,MS,MS,0.499263993,1.01402848,0.115659439,-0.351096905,0.049000795,0.042249091,0.032516206,0.09519476
2801110,COAHOMA COUNTY SCHOOL DISTRICT,MS,MS,-2.490647928,0.805126609,0.168473911,-0.174143574,0.054936659,0.04724496,0.036057131,0.106065638
2801140,COFFEEVILLE SCHOOL DIST,MS,MS,-1.872490944,1.104723674,0.112676853,0.082264335,0.071702328,0.059020108,0.044480031,0.135279886
2801170,COLUMBIA SCHOOL DISTRICT,MS,MS,-0.973538636,0.975126831,0.124219394,-0.257927609,0.056388155,0.047989565,0.036662817,0.108575313
2801200,COLUMBUS MUNICIPAL SCHOOL DIST,MS,MS,-1.489959224,0.79819452,0.007995469,-0.303518071,0.048641034,0.042122233,0.032312251,0.094489749
2801220,COPIAH CO SCHOOL DIST,MS,MS,-1.527097694,0.82963183,0.177031774,-0.193329688,0.051736586,0.044337146,0.034108794,0.100240955
2801260,CORINTH SCHOOL DIST,MS,MS,-0.028237584,0.826813184,-0.053313564,-0.154469672,0.055522907,0.047203724,0.036250984,0.107048329
2801290,COVINGTON CO SCHOOLS,MS,MS,-1.949867845,0.787875957,-0.027426192,-0.382941613,0.05126095,0.044177249,0.033922438,0.099285322
2801320,DESOTO CO SCHOOL DIST,MS,MS,0.031657267,0.956067251,0.106171349,-0.243221703,0.044747396,0.03915054,0.029984528,0.087325234
2801350,DREW SCHOOL DIST,MS,MS,-3.271113193,0.783253484,-0.068143737,-0.17856318,0.088315962,0.071750534,0.058098309,0.152212095
2801360,DURANT PUBLIC SCHOOL DIST,MS,MS,-2.008689631,0.989305728,0.000155236,-0.091345924,0.071360514,0.057895573,0.043922942,0.134049991
