district_nces_code,district_name,redfin_metro,metropolitan_division,metropolitan_statistical_area,num_top_schools,percent_top_schools,avg_school_rating,best_rating,percent_students_in_top_schools,total_students,median_sale_price,median_sale_price_per_sqft,total_sales
0604110,Bassett Unified,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,4.25,5,0.0,2095,368000,280.45574057844,373
0604200,Bayshore Elementary,"San Francisco, CA","San Francisco-Redwood City-South San Francisco, CA","San Francisco-Oakland-Hayward, CA",0,0.0,3.0,3,0.0,200,645000,446.7005076142132,73
0604230,Bear Valley Unified,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0.0,4.75,6,0.0,1275,229000,185.8496953283683,2381
0604260,Beardsley Elementary,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0.0,3.0,6,0.0,1428,115000,94.20289855072464,498
0604290,Beaumont Unified School District,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0.0,5.83,7,0.0,4366,255000,127.15170278637771,2679
0604440,Bellflower Unified School District,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,5.7,8,0.0,6806,400000,297.3856209150327,1351
0604530,Belmont-Redwood Shores Elementary School District,"San Francisco, CA","San Francisco-Redwood City-South San Francisco, CA","San Francisco-Oakland-Hayward, CA",6,1.0,9.67,10,1.0,2782,905000,609.2964824120603,1264
0604740,Berkeley Unified School District,"Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",6,0.545454545454545,8.27,9,0.590296495956873,4452,850000,563.973063973064,1909
0604800,Berryessa Union Elementary,"San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",4,0.4,7.7,9,0.441118160190325,5044,605000,416.8908015061861,1937
0604830,Beverly Hills Unified,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",4,1.0,9.25,10,1.0,2542,2050000,773.6943907156673,833
0604860,Big Creek Elementary School District,"Fresno, CA","Fresno, CA","Fresno, CA",0,0.0,4.0,4,0.0,51,326500,230.6818181818182,130
0605190,Bitterwater-Tully Elementary,"San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",0,0.0,7.0,7,0.0,27,275000,196.42857142857142,2
0605520,Bolinas-Stinson Union,"San Rafael, CA","San Rafael, CA","San Francisco-Oakland-Hayward, CA",1,1.0,9.0,9,1.0,117,2000000,1137.9237288135594,75
0605610,Bonita Unified,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",3,0.375,7.63,9,0.396081175647306,4287,500000,297.1311475409836,1856
0605700,Borrego Springs Unified,"San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",0,0.0,5.0,5,0.0,182,170000,111.49825783972125,268
0605880,Brea-Olinda Unified,"Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",4,0.666666666666667,8.67,10,0.721592748462285,3089,580000,316.301703163017,1227
0605910,Brentwood Union Elementary School District,"Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",1,0.125,7.5,9,0.164912280701754,5415,455000,203.41328413284134,2935
0606030,Briggs Elementary,"Oxnard, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA",0,0.0,4.0,4,0.0,561,490000,266.6666666666667,32
0606060,Brisbane Elementary,"San Francisco, CA","San Francisco-Redwood City-South San Francisco, CA","San Francisco-Oakland-Hayward, CA",0,0.0,7.0,8,0.0,297,655000,492.9577464788732,374
0606270,Buckeye Union Elementary,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",3,0.75,8.75,10,0.811106252732838,2287,509000,200.13850415512465,1372
0606360,Buena Park Elementary,"Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,5.5,8,0.0,3951,430000,297.24655819774716,936
0606390,Panama-Buena Vista Union,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",1,0.0555555555555556,5.06,9,0.0694178334561533,13570,215000,122.22222222222223,5371
0606450,Burbank Unified School District,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",3,0.272727272727273,7.64,9,0.33392425463336,6205,611000,414.12084181941617,2367
0606480,Burlingame Elementary School District,"San Francisco, CA","San Francisco-Redwood City-South San Francisco, CA","San Francisco-Oakland-Hayward, CA",5,1.0,9.6,10,1.0,2296,1220000,724.2990654205607,644
0606720,Buttonwillow Union Elementary,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0.0,1.0,1,0.0,343,100000,63.81435823060188,17
0606750,Byron Union Elementary,"Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",1,0.5,8.5,9,0.4814453125,1024,464900,199.6625421822272,885
0606780,Cabrillo Unified,"San Francisco, CA","San Francisco-Redwood City-South San Francisco, CA","San Francisco-Oakland-Hayward, CA",1,0.25,7.0,10,0.0465561224489796,1568,885000,453.93939393939394,848
0606810,Cajon Valley Union School District,"San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",1,0.05,5.35,9,0.0556275453535727,10804,370000,238.68567885926845,3911
0606960,Caliente Union Elementary,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0.0,5.0,5,0.0,49,235000,128.62392813393222,6
0607140,Cambrian,"San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",1,1.0,9.0,9,1.0,665,755000,465.83850931677017,294
0607170,Camino Union Elementary,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0.0,7.0,7,0.0,423,285000,172.20172201722016,212
0607350,Canyon Elementary,"Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",1,1.0,9.0,9,1.0,68,744000,562.358276643991,1
0607440,Capistrano Unified School District,"Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",20,0.588235294117647,8.18,10,0.673308862087048,20977,579950,328.19825853985265,16352
0607470,Cardiff Elementary,"San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",2,1.0,9.5,10,1.0,731,877000,510.0,452
0607500,Carlsbad Unified School District,"San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",7,0.777777777777778,9.22,10,0.80020366598778,4910,650000,330.50108932461876,3184
0607740,Castaic Union Elementary,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,7.67,8,0.0,1633,440000,227.27272727272728,894
0607800,Castro Valley Unified School District,"Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",5,0.555555555555556,8.78,10,0.53855721393034806,4020,655000,378.96731406916155,1547
0607900,Center Joint Unified,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0.0,5.25,6,0.0,2387,240000,150.12510425354463,1179
0607950,Central Elementary,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0.0,6.6,8,0.0,2909,345000,241.5618795499669,1314
0607970,Central Unified School District,"Fresno, CA","Fresno, CA","Fresno, CA",0,0.0,4.46,7,0.0,8641,205000,121.86658114175754,2434
0608070,Centralia Elementary,"Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",2,0.25,7.38,10,0.232055283102987,4486,470000,309.0659340659341,962
0608190,Charter Oak Unified,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,6.4,8,0.0,2502,445000,282.212086659065,916
0608460,Chino Valley Unified School District,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",10,0.454545454545455,7.09,10,0.464036808985723,14779,425000,247.6605504587156,5320
0608610,Chula Vista Elementary School District,"San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",12,0.3,7.2,9,0.41029956243689,23768,390500,228.0737704918033,7884
0608640,Cienega Union Elementary,"San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",0,0.0,6.0,6,0.0,25,675000,328.69296210363495,2
0608760,Claremont Unified School District,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",2,0.25,6.5,9,0.301365882011043,3441,560000,294.8207171314741,1207
0608850,Clay Joint Elementary,"Fresno, CA","Fresno, CA","Fresno, CA",1,1.0,10.0,10,1.0,250,225000,132.5187969924812,4
0609030,Clovis Unified School District,"Fresno, CA","Fresno, CA","Fresno, CA",15,0.46875,7.97,10,0.49792246929364,21901,265000,143.84920634920636,8144
0609070,Coachella Valley Unified School District,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0.0,2.0,4,0.0,10832,354000,172.9559748427673,2174
0609120,Coalinga-Huron Joint Unified,"Fresno, CA","Fresno, CA","Fresno, CA",0,0.0,3.33,5,0.0,1710,146000,94.0236991241628,288
0609300,Colfax Elementary,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0.0,7.0,7,0.0,320,250000,149.09351145038167,268
0609390,Colton Joint Unified School District,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0.0,3.89,6,0.0,12776,245000,164.51149425287358,2563
0609620,Compton Unified,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,3.73,7,0.0,12249,265000,216.7766258246937,2278
0609640,Conejo Valley Unified School District,"Oxnard, CA","Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA",10,0.588235294117647,8.24,10,0.667827548937192,8327,635000,325.2935576007617,5317
0609850,Corona-Norco Unified,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",4,0.129032258064516,6.94,9,0.102951369888001,27411,400000,189.81297254277754,8687
0609870,Coronado Unified School District,"San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",2,1.0,9.0,9,1.0,1162,1370000,766.0878447395302,849
0610050,Covina-Valley Unified,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,6.3,8,0.0,5038,425000,287.1024734982332,1620
0610260,Culver City Unified,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",2,0.4,8.0,10,0.455820019563091,3067,645000,467.58462421113023,1287
0610290,Cupertino Union,"San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",19,0.95,9.8,10,0.94206907452778,12653,1300000,742.8884026258206,2676
0610440,Cypress Elementary,"Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",4,0.666666666666667,8.67,10,0.723061430010071,3972,490000,308.3333333333333,1023
0610620,Davis Joint Unified School District,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",6,0.666666666666667,8.89,10,0.792060927763674,4333,515000,315.34954407294833,1705
0610710,Dehesa Elementary,"San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",0,0.0,5.0,5,0.0,183,435000,234.375,101
0610740,Del Mar Union Elementary,"San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",8,1.0,10.0,10,1.0,4393,942000,434.7826086956522,2075
0610890,Delano Union Elementary School District,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0.0,3.67,6,0.0,3338,170000,118.18778726198293,377
0611100,Desert Center Unified,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0.0,1.0,1,0.0,24,64900,40.943789035392086,10
0611110,Desert Sands Unified,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",2,0.111111111111111,5.39,9,0.124649614576034,11416,285000,163.12893081761007,11321
0611130,Di Giorgio Elementary,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0.0,1.0,1,0.0,207,145000,82.68482490272373,7
0611220,Dixie Elementary,"San Rafael, CA","San Rafael, CA","San Francisco-Oakland-Hayward, CA",3,1.0,9.67,10,1.0,1316,710000,445.56962025316454,757
0611460,Downey Unified,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,6.69,8,0.0,8908,397000,279.80179329872584,1903
0611490,Dry Creek Joint Elementary,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",2,0.333333333333333,8.17,10,0.392337164750958,3915,315000,181.4595660749507,2270
0611520,Duarte Unified,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,6.2,8,0.0,1943,415000,323.3173076923077,671
0611850,East Whittier City Elementary School District,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",2,0.2,7.1,10,0.204809147469312,5947,429000,300.9367681498829,1816
0611910,Eastside Union Elementary,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,2.67,3,0.0,1962,189000,105.83707504810776,856
0611940,Edison Elementary,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0.0,2.0,2,0.0,590,132500,101.54738878143134,152
0612090,El Monte City Elementary,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,5.64,8,0.0,9013,455000,328.3208020050125,989
0612180,El Rancho Unified School District,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,3.63,6,0.0,4038,360000,281.7164179104478,861
0612210,El Segundo Unified,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",2,1.0,9.0,9,1.0,1361,849000,500.0,409
0612330,Elk Grove Unified,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",9,0.230769230769231,6.62,10,0.259905009958633,32635,280500,156.49452269170578,12301
0612360,Elk Hills Elementary,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0.0,3.0,3,0.0,203,24000,30.495552731893266,3
0612600,Elverta Joint Elementary,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0.0,3.0,3,0.0,171,278300,195.25669642857142,92
0612630,Emery Unified,"Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",0,0.0,3.0,3,0.0,504,449000,498.8262910798122,450
0612750,Encinitas Union Elementary School District,"San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",9,1.0,9.56,10,1.0,5444,790000,367.38351254480284,3045
0612840,Escalon Unified School District,"Stockton, CA","Stockton-Lodi, CA","Stockton-Lodi, CA",0,0.0,4.0,7,0.0,1168,300000,166.51180555555555,398
0612880,Escondido Union School District,"San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",0,0.0,4.12,8,0.0,11736,390000,230.04694835680752,4938
0612930,Esparto Unified,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0.0,3.0,3,0.0,447,317000,137.36263736263737,174
0612960,Etiwanda Elementary,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",6,0.5,8.33,10,0.533364333875843,8602,415000,199.7907949790795,3449
0613080,Eureka Union,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",5,1.0,9.6,10,1.0,2453,560599,220.8845208845209,1132
0613140,Evergreen Elementary,"San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",8,0.533333333333333,7.67,10,0.580671414038657,9830,685000,400.80160320641284,2432
0613290,Fairfax Elementary,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0.0,1.5,2,0.0,1268,153000,106.38297872340425,280
0613500,Fallbrook Union Elementary School District,"San Diego, CA","San Diego-Carlsbad, CA","San Diego-Carlsbad, CA",2,0.333333333333333,7.0,9,0.339136656331982,4193,477700,221.11637704054766,1588
0613840,Firebaugh-Las Deltas Joint Unified School District,"Fresno, CA","Fresno, CA","Fresno, CA",0,0.0,3.0,3,0.0,511,147000,95.68851737791465,70
0613890,Folsom-Cordova Unified School District,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",10,0.5,6.85,10,0.574743952930922,9178,310000,190.4340124003543,4997
0613920,Fontana Unified,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0.0,3.59,7,0.0,18991,280000,172.28853139595225,3970
0613980,Foresthill Union Elementary School District,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0.0,6.0,6,0.0,393,300000,171.95767195767195,324
0614220,Fountain Valley Elementary School District,"Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",7,1.0,9.29,10,1.0,4005,577500,345.39473684210526,1257
0614250,Fowler Unified,"Fresno, CA","Fresno, CA","Fresno, CA",0,0.0,5.5,6,0.0,689,215000,126.81912681912682,161
0614370,Franklin-Mckinley Elementary School District,"San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",0,0.0,5.77,8,0.0,7417,440000,351.79487179487177,1658
0614400,Fremont Unified,"Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",18,0.642857142857143,8.89,10,0.715398285594815,19132,750000,503.1104,6043
0614550,Fresno Unified School District,"Fresno, CA","Fresno, CA","Fresno, CA",1,0.0153846153846154,3.0,10,0.0181382283140408,41294,155000,106.13207547169812,9238
0614700,Fruitvale Elementary,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0.0,6.75,8,0.0,2548,225000,133.60323886639677,851
0614730,Fullerton Elementary,"Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",6,0.352941176470588,6.82,10,0.424349240780911,11064,485000,312.41830065359477,3170
0614790,Galt Joint Union Elementary,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0.0,4.8,6,0.0,2833,256000,162.2257053291536,1145
0614880,Garden Grove Unified School District,"Orange County, CA","Anaheim-Santa Ana-Irvine, CA","Los Angeles-Long Beach-Anaheim, CA",4,0.0930232558139535,6.09,10,0.101320676846884,24230,406000,296.875,4426
0614940,Garvey Elementary,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",1,0.125,7.38,9,0.122554067971164,3884,510000,341.796875,590
0615000,General Shafter Elementary,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0.0,5.0,5,0.0,153,209900,125.41410317084714,422
0615180,Gilroy Unified,"San Jose, CA","San Jose-Sunnyvale-Santa Clara, CA","San Jose-Sunnyvale-Santa Clara, CA",0,0.0,5.88,8,0.0,5093,575000,287.5973636908328,1743
0615240,Glendale Unified School District,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",9,0.45,8.15,10,0.425876217501342,13039,612500,389.988358556461,4394
0615270,Glendora Unified,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",3,0.6,8.4,9,0.585599505562423,3236,525000,329.4596165020337,1204
0615390,Gold Oak Union Elementary,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0.0,6.0,6,0.0,311,310000,181.22400475341652,384
0615450,Gold Trail Union Elementary,"Sacramento, CA","Sacramento--Roseville--Arden-Arcade, CA","Sacramento--Roseville--Arden-Arcade, CA",0,0.0,8.0,8,0.0,637,410000,203.8095238095238,230
0615600,Gorman Elementary,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,4.0,4,0.0,103,241000,154.3882126841768,2
0616050,Greenfield Union,"Bakersfield, CA","Bakersfield, CA","Bakersfield, CA",0,0.0,4.13,7,0.0,6416,159950,109.478324761205,1170
0616300,Cucamonga Elementary,"Riverside, CA","Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA",0,0.0,4.67,6,0.0,1749,292000,202.14190093708166,713
0616325,Hacienda la Puente Unified School District,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",4,0.173913043478261,6.22,10,0.21750333185251,11255,405000,293.5967302452316,2152
0616680,Hawthorne,"Los Angeles, CA","Los Angeles-Long Beach-Glendale, CA","Los Angeles-Long Beach-Anaheim, CA",0,0.0,4.71,7,0.0,5637,420000,277.2963604852686,549
0616740,Hayward Unified School District,"Oakland, CA","Oakland-Hayward-Berkeley, CA","San Francisco-Oakland-Hayward, CA",0,0.0,3.57,7,0.0,12572,460000,323.0769230769231,3992
