LEAID,NAME_LEA15,CBSA,NAME_CBSA15,COUNT,LANDAREA,leaname,fips,stateabb,gsmean_pool,gsgrdslope_pool,gscohslope_pool,gsmathslope_pool,gsmeanse_pool,gsgrdslopese_pool,gscohslopese_pool,gsmathslopese_pool,median_sale_price,median_sale_price_per_sqft,total_sales,district_name,percent_under_30,total_population,percent_drive_alone,mean_commute_time,pop_density
3407770,Jamesburg Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,0.877541903669052,JAMESBURG,NJ,NJ,0.32334019,1.036772785,0.076655326,0.400218092,0.070615692,0.056853719,0.044881326,0.133941912,227e3,152.39477503628447,168,"Jamesburg Borough School District, New Jersey",0.5302852676826886,5978.0,0.6604107648725213,31.69597499023056,6812.210305861915
3407800,Jefferson Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,38.8931462230713,JEFFERSON TOWNSHIP,NJ,NJ,1.299682983,1.033955264,0.029132256,0.022061013,0.051250349,0.043777085,0.033918735,0.09940445,31e4,180.71476736345247,77,"Jefferson Township School District, New Jersey",0.3538715311469047,21465.0,0.8438368860055607,37.27149233456239,551.8967243454073
3407830,Jersey City School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,14.792468536533733,JERSEY CITY,NJ,NJ,-0.689031836,1.047370663,0.173493439,0.14397179,0.047239547,0.040748811,0.031498301,0.092063919,374900.0,473.1437598736177,6187,"Jersey City School District, New Jersey",0.3707554768041237,259651.0,0.3238469316325737,36.15318943298969,17552.91886264462
3407860,Keansburg Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,1.0690458797492504,KEANSBURG BOROUGH,NJ,NJ,-0.769040263,0.877208622,-0.033946686,0.143268419,0.067714939,0.05558537,0.043381798,0.129959144,115e3,91.89842805320436,322,"Keansburg Borough School District, New Jersey",0.44944553163731243,9967.0,0.7590995160950978,36.94498804087845,9323.266838966543
3407890,Kearny Town School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,8.781297442304753,KEARNY,NJ,NJ,0.171172668,1.015986803,-0.014030207,-0.236542642,0.048983098,0.042196036,0.032541962,0.095282278,29e4,163.38189088831763,567,"Kearny Town School District, New Jersey",0.5498569677155701,41866.0,0.6751982334638161,30.46638741315897,4767.632604984598
3407920,Kenilworth Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,2.1574489920416613,KENILWORTH,NJ,NJ,0.494307733,1.028165387,-0.110745765,0.128543684,0.062248572,0.051195135,0.040625177,0.119870393,355500.0,260.63049853372434,8,"Kenilworth Borough School District, New Jersey",0.6444389151530231,8104.0,0.8642303969022265,25.186613585469022,3756.288111512167
3407950,Keyport Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,1.395419206575474,KEYPORT,NJ,NJ,0.216278052,1.065159315,0.075430654,-0.059825365,0.069578749,0.056479169,0.043765912,0.133829238,215e3,144.29268292682926,208,"Keyport Borough School District, New Jersey",0.5206896551724138,7195.0,0.674807903402854,28.777298850574713,5156.156634576782
3408010,Kingwood Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,35.15926135565106,KINGWOOD TOWNSHIP,NJ,NJ,1.393410838,1.081787503,-0.019068207,-0.300630975,0.071764718,0.057976272,0.045292224,0.135975744,41e4,157.46124031007753,19,"Kingwood Township School District, New Jersey",0.4780189204229271,3800.0,0.84472049689441,36.060100166944906,108.07963118341323
3408040,Kinnelon Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,17.98893276725607,KINNELON BOROUGH,NJ,NJ,2.413755684,1.255244365,0.11118443,-0.392757969,0.056171633,0.04716958,0.036644925,0.108049473,556e3,212.9916040653999,219,"Kinnelon Borough School District, New Jersey",0.4780507450664519,10372.0,0.8102369668246445,33.424285138944825,576.5767282692494
3408060,Kittatinny Regional School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,134.6226480586011,KITTATINNY REGIONAL,NJ,NJ,1.090864329,1.094767051,0.014487014,-0.24499279,0.204304454,0.102472985,0.053932923,0.164951713,28e4,128.2051282051282,21,"Kittatinny Regional School District, New Jersey",0.49119718309859156,14309.0,0.8212870610739172,36.321889671361504,106.28969349771894
3408100,Lacey Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,83.28617931820541,LACEY TOWNSHIP,NJ,NJ,0.776693031,1.023807716,0.077870749,-0.471708949,0.0494086,0.042467572,0.03285932,0.096032899,22e4,146.07425441265977,1298,"Lacey Township School District, New Jersey",0.531325207670212,28105.0,0.861319340329835,32.56385373806381,337.4509460041537
3408130,Lafayette Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,17.924965675516635,LAFAYETTE TOWNSHIP,NJ,NJ,1.464337178,0.952432978,0.022007982,-0.973655796,0.083458209,0.06620087,0.049807193,0.154785222,245e3,124.84774665042632,6,"Lafayette Township School District, New Jersey",0.47752808988764045,2350.0,0.8220338983050848,34.901685393258425,131.1020641567989
3408160,Lakehurst Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,0.9149343549082076,LAKEHURST,NJ,NJ,0.124787156,0.984028769,-0.111173035,0.514967968,0.074978617,0.060730547,0.046321354,0.141416876,155e3,119.96779388083736,60,"Lakehurst Borough School District, New Jersey",0.659350307287094,2669.0,0.8477331052181352,25.390693590869184,2917.149176530563
3408220,Lakewood Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,24.58222740800344,LAKEWOOD TOWNSHIP,NJ,NJ,-1.191028125,0.722194462,-0.09286862,0.625387033,0.056397826,0.046746471,0.036619014,0.109585738,205e3,126.72413793103448,2468,"Lakewood Township School District, New Jersey",0.7621992851118519,96575.0,0.5917146816424769,23.22282019358207,3928.6513136949206
3408250,Lambertville City School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,1.086310438503962,LAMBERTVILLE,NJ,NJ,1.289238747,0.928763807,-0.02739817,-0.725200028,0.177105955,0.109665316,0.068541628,0.23450585,36e4,208.33333333333334,117,"Lambertville City School District, New Jersey",0.4701273261508325,3851.0,0.7503386004514673,30.320763956904994,3545.0271520022357
3408310,Lavallette Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,0.8084666801545026,LAVALLETTE BOROUGH,NJ,NJ,1.459702142,1.077348884,0.072597659,-0.895217198,0.149297667,0.093996081,0.078866613,0.241822911,65e4,400.219298245614,197,"Lavallette Borough School District, New Jersey",0.5813204508856683,2108.0,0.7629179331306991,26.054750402576488,2607.40492062969
3408460,Lebanon Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,31.45749594206613,LEBANON TOWNSHIP,NJ,NJ,2.090173433,1.130996395,0.01092254,-0.713178012,0.062862524,0.051955204,0.040868941,0.120270573,4e5,133.33333333333334,1,"Lebanon Township School District, New Jersey",0.43215780035863716,6448.0,0.8189869914198726,32.98565451285116,204.97499266549997
3408520,Leonia Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,1.5442318651669424,LEONIA,NJ,NJ,1.62273028,1.232684447,0.227832378,0.265676976,0.060526667,0.049721196,0.039123697,0.11597108,47e4,265.0988776055585,248,"Leonia Borough School District, New Jersey",0.43337515683814304,9129.0,0.5618472963564632,33.39272271016311,5911.677000016503
3408580,Lincoln Park Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,6.3784897845086554,LINCOLN PARK BOROUGH,NJ,NJ,1.993290694,1.012964349,-0.099018252,-0.085554532,0.061340713,0.052076649,0.039929849,0.117662713,285e3,193.82911392405063,196,"Lincoln Park Borough School District, New Jersey",0.6602279312343056,10478.0,0.8670313089400227,24.755649990341897,1642.7085962335104
3408610,Linden City School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,10.678988474077872,LINDEN,NJ,NJ,-0.461069952,0.990751996,0.052641652,0.109348555,0.050067629,0.042817675,0.033129223,0.097301664,235e3,155.60165975103735,83,"Linden City School District, New Jersey",0.5791658020336169,41322.0,0.747993905535805,27.20818634571488,3869.467609250149
3408700,Little Egg Harbor Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,47.367580467554305,LITTLE EGG HARBOR TOWNSHI,NJ,NJ,0.148293057,1.079548542,0.034956639,-0.246264097,0.082002204,0.064544482,0.041177573,0.123094898,165e3,109.375,1286,"Little Egg Harbor Township School District, New Jersey",0.4616058029014507,20383.0,0.8625827814569537,35.00312656328164,430.3154140195504
3408730,Little Falls Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,2.7712850407028893,LITTLE FALLS TOWNSHIP,NJ,NJ,0.920239715,1.120255077,0.063368915,-0.601319849,0.059384089,0.049643405,0.038386105,0.114364626,28e4,212.47113163972287,331,"Little Falls Township School District, New Jersey",0.6161961367013373,14551.0,0.7385761352241799,26.61664190193165,5250.632752056926
3408760,Little Ferry Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,1.4756825128147313,LITTLE FERRY,NJ,NJ,0.721380071,1.157616546,0.050108787,-0.331898935,0.060875483,0.051077528,0.039151806,0.117181941,245e3,174.95611468695142,202,"Little Ferry Borough School District, New Jersey",0.5107773851590106,10856.0,0.6846940544288438,31.565371024734983,7356.595951857666
3408790,Little Silver Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,2.707870847278057,LITTLE SILVER BOROUGH,NJ,NJ,2.671710994,1.290557552,0.066369369,-0.185096118,0.064510748,0.053595345,0.041304782,0.123140671,527e3,245.39473684210526,291,"Little Silver Borough School District, New Jersey",0.44924897587619483,5937.0,0.6150216279984271,40.19572143832499,2192.4974767418666
3408820,Livingston Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,13.773456479335044,LIVINGSTON TOWNSHIP,NJ,NJ,2.539438922,1.201271515,0.10466629,-0.455192338,0.050536678,0.042900291,0.033577456,0.098065898,54e4,277.77777777777777,248,"Livingston Township School District, New Jersey",0.52669119303251,29674.0,0.7825591336563124,32.00653202192357,2154.433786792827
3408850,Lodi Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,2.2647641610694733,LODI,NJ,NJ,0.503509506,0.891359713,-0.02764357,-0.017256995,0.051158451,0.044199581,0.033891837,0.099180342,3e5,199.343339587242,440,"Lodi Borough School District, New Jersey",0.6187099530115335,24590.0,0.7831805838424983,26.599743699273816,10857.642673216818
3408910,Long Beach Island School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,8.192130619910202,LONG BEACH ISLAND,NJ,NJ,0.614089676,1.07476301,0.017119737,-0.477053449,0.130269502,0.089656347,0.059856291,0.188777741,69e4,424.38271604938274,1360,"Long Beach Island School District, New Jersey",0.621057738961669,6077.0,0.8035792230467045,31.516254245511888,741.8094610491712
3408940,Long Branch City School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,5.119236073680649,LONG BRANCH,NJ,NJ,-0.493383217,0.95087379,-0.037773069,0.148826503,0.05393585,0.045735465,0.035314072,0.104659047,282e3,178.6281179138322,853,"Long Branch City School District, New Jersey",0.6073028673835126,30721.0,0.6304580861859501,28.754106929510154,6001.090701392892
3409210,Lyndhurst Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,4.554932300844634,LYNDHURST TOWNSHIP,NJ,NJ,0.43994698,1.081642792,-0.036320186,-0.295341899,0.053772769,0.045815507,0.035446397,0.104129953,328e3,215.4255319148936,471,"Lyndhurst Township School District, New Jersey",0.5247583939424131,21318.0,0.7369146005509641,30.47026003785992,4680.201283353201
3409240,Madison Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,4.303257389609527,MADISON,NJ,NJ,2.557195681,1.176079746,0.087587927,-0.184798381,0.058339411,0.049767422,0.038236604,0.11237974,641500.0,292.24904701397713,12,"Madison Borough School District, New Jersey",0.6519767606631713,16091.0,0.680138261100771,28.39095933116055,3739.260412089847
3409270,Old Bridge Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,38.0611199743011,OLD BRIDGE TOWNSHIP,NJ,NJ,1.106774984,1.035500085,0.069720125,-0.470909834,0.047336322,0.040874992,0.03160345,0.092191024,3e5,180.72289156626505,1978,"Old Bridge Township School District, New Jersey",0.4444272109687626,66594.0,0.7393142457286139,37.53466513633403,1749.6594962251327
3409330,Mahwah Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,25.69817389115318,MAHWAH TOWNSHIP,NJ,NJ,2.337106408,1.137118534,0.044286212,0.074523642,0.053343694999999997,0.045161933,0.035125127,0.103144163,416e3,266.6856816885339,1043,"Mahwah Township School District, New Jersey",0.5823226317875545,26368.0,0.7621327049119965,29.8692033293698,1026.0651247704964
3409390,Manalapan-Englishtown Regional School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,31.17584058304516,MANALAPAN-ENGLISHTOWN REG,NJ,NJ,1.634560906,1.218791963,0.099076511,-0.004541337,0.047895029,0.041342448,0.032041152,0.093269943,37e4,179.009318293281,1661,"Manalapan-Englishtown Regional School District, New Jersey",0.40895850508381426,41964.0,0.7797253718922292,40.793899422918386,1346.0422947768707
3409420,Manasquan Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,1.383311814572114,MANASQUAN,NJ,NJ,1.644520757,1.194901397,0.026303259,-0.124739447,0.062185307,0.05255708,0.040168376,0.119439319,525e3,324.8670998227998,278,"Manasquan Borough School District, New Jersey",0.5703883495145631,5830.0,0.7566137566137566,31.019417475728154,4214.523391317478
3409450,Manchester Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,81.62611988935862,MANCHESTER TOWNSHIP,NJ,NJ,0.487186743,1.122330398,0.079293748,0.442381932,0.05218681,0.044711686,0.034436456,0.101154594,108e3,92.86245353159852,3417,"Manchester Township School District, New Jersey",0.5319366779554225,43251.0,0.8786563071297989,30.74072615578483,529.8671559866527
3409630,Manville Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,2.360564218830358,MANVILLE BOROUGH,NJ,NJ,0.478152313,1.003637284,0.053631654,-0.137343007,0.062031731,0.051313784,0.039622639,0.11936103,212e3,135.72204125950054,27,"Manville Borough School District, New Jersey",0.6443876548063692,10454.0,0.8059643687064292,24.865343031256142,4428.602245432611
3409720,Marlboro Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,30.36150321931993,MARLBORO TOWNSHIP,NJ,NJ,2.20535045,1.123480125,0.086821294,-0.310577516,0.048348011,0.041383895,0.032244734,0.094045222,417e3,184.1887417218543,1376,"Marlboro Township School District, New Jersey",0.36730442409955594,40603.0,0.7249662056774462,44.92544268406338,1337.3185018771765
3409750,Matawan-Aberdeen Regional School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,7.708061581752506,MATAWAN-ABERDEEN REGIONAL,NJ,NJ,1.452288171,1.041588181,0.096917891,0.315462434,0.052458171,0.044774693,0.034761955,0.101633072,275e3,176.40573318632855,1045,"Matawan-Aberdeen Regional School District, New Jersey",0.4446095549446467,27169.0,0.765798723190589,36.42135374099116,3524.7512895223717
3409810,Maywood Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,1.2858854944501674,MAYWOOD,NJ,NJ,1.256591661,1.253468835,0.137880663,-0.344736243,0.058806825,0.049930839,0.037835311,0.113141452,365e3,228.826895565093,266,"Maywood Borough School District, New Jersey",0.6559117827241168,9694.0,0.7191523073876015,25.144986726567286,7538.773896928563
3409900,Mendham Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,5.950376217959312,MENDHAM BOROUGH,NJ,NJ,3.009783047,1.291594509,0.112580524,-0.059570184,0.071724014,0.056891233,0.045302253,0.135106446,24e4,NA,2,"Mendham Borough School District, New Jersey",0.5696784073506891,5016.0,0.82559241706161135,29.903011740684022,842.971909046827
3409930,Mendham Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,17.782524475016874,MENDHAM TOWNSHIP,NJ,NJ,3.385637449,1.387193169,0.13152033,-0.38931595,0.074138253,0.058987383,0.046014247,0.138329425,605500.0,159.35550935550935,4,"Mendham Township School District, New Jersey",0.5665576833255488,5885.0,0.7443068318018378,30.723960765997198,330.9428876798673
3409990,Metuchen Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,2.7770464573581024,METUCHEN,NJ,NJ,1.856054819,0.990618909,0.011986166,-0.457496075,0.057584038,0.04860425,0.037363679,0.111027564,39e4,261.9250425894378,526,"Metuchen Borough School District, New Jersey",0.4374429223744292,13765.0,0.6875268509236718,37.574581430745816,4956.704978243362
3410050,Middlesex Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,3.517612822916552,MIDDLESEX BOROUGH,NJ,NJ,1.164104439,1.109351505,0.107288819,0.289179395,0.055495592,0.047191068,0.036162598,0.10716758,252500.0,183.76722817764164,385,"Middlesex Borough School District, New Jersey",0.5974340698503208,13831.0,0.8192423826516607,27.397719173200286,3931.927900050219
3410110,Middletown Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,40.97999411580285,MIDDLETOWN TOWNSHIP,NJ,NJ,1.35038717,1.099945644,0.066978978,-0.107745215,0.047164879,0.040828227,0.031554158,0.091882192,344e3,190.67796610169492,2566,"Middletown Township School District, New Jersey",0.4899607662127856,66291.0,0.7576005281856195,36.85602189179387,1617.6429848348032
3410140,Midland Park Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,1.5552662792260037,MIDLAND PARK BOROUGH,NJ,NJ,1.343615478,1.074017406,0.097967586,-0.658021437,0.06063182,0.050608208,0.03920316,0.1161841,424900.0,255.50611790878753,209,"Midland Park Borough School District, New Jersey",0.6111428571428571,7269.0,0.7289820037604082,29.594285714285714,4673.797726533043
3410200,Millburn Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,9.327318504950606,MILLBURN TOWNSHIP,NJ,NJ,2.963873269,1.245147925,0.125266607,-0.091761804,0.052512748,0.044197136,0.034838399,0.10156522,926e3,431.0344827586207,45,"Millburn Township School District, New Jersey",0.39965052421367947,20183.0,0.5688656750312252,40.11669995007489,2163.858775626413
3410230,Millstone Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,36.598805090988854,MILLSTONE TOWNSHIP,NJ,NJ,2.05096172,1.326114863,0.117119849,-0.187145828,0.055174095,0.046791458,0.036022699,0.10667632,552500.0,174.5206369840754,348,"Millstone Township School District, New Jersey",0.35078073455025294,10509.0,0.7473916532905297,42.33670552012316,287.14052204364083
3410290,Milltown Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,1.5488168284949584,MILLTOWN,NJ,NJ,1.432701987,1.15461641,0.147893519,0.03958456,0.065446554,0.054031571,0.04205147,0.124827043,295e3,187.55118755118755,212,"Milltown Borough School District, New Jersey",0.5457809694793537,6989.0,0.8090208392806166,32.063135846798325,4512.476796104718
3410350,Mine Hill Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,2.9322085662172945,MINE HILL TOWNSHIP,NJ,NJ,1.503660005,1.09453789,0.037964161,-0.344476515,0.110632047,0.0817088,0.052679769,0.162084571,257e3,172.20902612826603,8,"Mine Hill Township School District, New Jersey",0.5086633663366337,3649.0,0.8063359234907352,26.60891089108911,1244.4544504920414
3410380,Monmouth Beach Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,1.0196680447940296,MONMOUTH BEACH,NJ,NJ,2.200767377,1.159208793,0.112267907,-0.448907073,0.078819046,0.062162896,0.048608836,0.147480762,422500.0,268.75483372003094,233,"Monmouth Beach Borough School District, New Jersey",0.5069444444444444,3258.0,0.7838709677419354,40.24305555555556,3195.1574991821067
3410500,Monroe Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,41.980196819444714,MONROE TOWNSHIP,NJ,NJ,1.747734429,1.142030589,0.202811817,-0.101135222,0.049277136,0.042336082,0.032738779,0.095766936,215900.0,135.80246913580248,3054,"Monroe Township School District (Middlesex County), New Jersey",0.41977991168430645,42137.0,0.7654815772462831,38.88939510759094,1003.7351702096513
3410530,Montague Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,45.10996962148084,MONTAGUE,NJ,NJ,1.548338967,1.24285688,-0.017144083,0.13434455,0.12211009,0.085593689,0.05447226,0.170872067,59e3,110.0,4,"Montague Township School District, New Jersey",0.3881305637982196,3811.0,0.8315730961645359,41.27002967359051,84.48243330638924
3410560,Montclair Town School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,6.3094161054028035,MONTCLAIR,NJ,NJ,1.754502805,1.012332728,0.053234777,-0.168960675,0.049676424,0.042544465,0.033019783,0.096519071,629e3,281.7814726840855,1063,"Montclair Town School District, New Jersey",0.4186221246098717,38021.0,0.5808677973356161,36.547219974569416,6026.072676906238
3410590,Montgomery Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,32.92518536765422,MONTGOMERY TOWNSHIP,NJ,NJ,2.646602262,1.388811799,0.188540256,0.280542732,0.051805642,0.04457223,0.034557584,0.100301705,58e4,227.09003215434083,709,"Montgomery Township School District, New Jersey",0.46377806097441426,23308.0,0.7855391043691525,37.08754043721204,707.9079355130323
3410620,Montvale Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,3.981399913821994,MONTVALE,NJ,NJ,2.058809505,1.249143307,0.122261252,-0.302384263,0.058071928,0.049122289,0.037562517,0.11181843,599517.0,270.87852494577004,351,"Montvale Borough School District, New Jersey",0.548801870251315,8199.0,0.7928590896702099,35.79193454120397,2059.325909847943
3410650,Montville Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,18.50725833478765,MONTVILLE TOWNSHIP,NJ,NJ,2.410312382,1.122463768,0.032050802,-0.370669414,0.051482513,0.043734072,0.034053723,0.099856181,59e4,234.22860712054967,159,"Montville Township School District, New Jersey",0.519530479384494,21760.0,0.8062261161338429,30.833990925231802,1175.754917685363
3410680,Moonachie Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,1.6663872573926983,MOONACHIE,NJ,NJ,-0.1252202,1.039719231,0.059749795,-0.087902243,0.08907671,0.068590893,0.052073905,0.164448794,34e4,NA,35,"Moonachie Borough School District, New Jersey",0.666420664206642,2753.0,0.7847730600292826,25.206642066420663,1652.0769633749258
3410770,Morris Plains Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,2.557276713251182,MORRIS PLAINS,NJ,NJ,2.225527937,1.201431741,0.068005023,-0.237847892,0.06768918,0.054614323,0.043848009,0.128443703,163e3,207.5,14,"Morris Plains Borough School District, New Jersey",0.588535962029938,5598.0,0.7652143845089903,30.673603504928806,2189.047423375239
3410810,Morris Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,18.60899896061298,MORRIS SCHOOL DISTRICT,NJ,NJ,1.342062579,1.119374831,0.014800325,0.09984461,0.051444045,0.043960976,0.034030325,0.099747623,435e3,240.6568516421291,53,"Morris Township School District, New Jersey",0.6413730803974707,41148.0,0.719478677187694,26.8325963961394,2211.1882582771977
3410860,Mount Arlington Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,2.1718336146731185,MOUNT ARLINGTON,NJ,NJ,1.10967434,1.152711215,0.10568538,0.194283226,0.07539061,0.062075606,0.046678111,0.141864165,21e4,187.72893772893772,5,"Mount Arlington Borough School District, New Jersey",0.3702749140893471,5187.0,0.7787713841368584,37.89518900343643,2388.3045022215906
3410980,Mount Olive Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,29.303232679070312,MOUNT OLIVE TOWNSHIP,NJ,NJ,1.848335346,1.133258392,0.087872441,-0.112401867,0.050447384,0.043202888,0.033447032,0.097956083,295e3,146.61443760492446,22,"Mount Olive Township School District, New Jersey",0.45338552994055387,28682.0,0.8604860486048604,33.762867913585616,978.7998585045525
3411010,Mountain Lakes Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,2.6157773703970837,MOUNTAIN LAKES,NJ,NJ,2.683530537,1.222218203,0.059723129,-0.379983014,0.061830436,0.052051513,0.03973141,0.118616869,7e5,285.77908822862327,20,"Mountain Lakes Borough School District, New Jersey",0.62409200968523,4262.0,0.7203530060672918,30.90496368038741,1629.3435550874171
3411040,Mountainside Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,4.00775486218469,MOUNTAINSIDE,NJ,NJ,2.305934899,1.000153183,-0.072243744,-0.011053508,0.065640118,0.054599919,0.042216727,0.125111782,56e4,263.76907763769077,5,"Mountainside Borough School District, New Jersey",0.5168035847647499,6832.0,0.7897980143786375,30.948469006721435,1704.695081144701
3411130,Neptune City School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,0.9537785503253297,NEPTUNE CITY,NJ,NJ,0.340920629,1.04237246,-0.12596762,-0.22337321500000001,0.07426101,0.059865233,0.046171865,0.140285909,229500.0,165.02605674580198,210,"Neptune City School District, New Jersey",0.6911021233569262,4834.0,0.7821924365725227,22.83367037411527,5068.262437178048
3411160,Neptune Township School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,8.18171744425071,NEPTUNE TOWNSHIP,NJ,NJ,-0.900584649,1.008905484,0.124780162,-0.026096033,0.056245238,0.047257561,0.037170909,0.109452915,26e4,170.79207920792078,1031,"Neptune Township School District, New Jersey",0.6997050605402049,27675.0,0.8130876554443434,25.134275069854084,3382.5416471021267
3411190,Netcong Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,0.8442197415586483,NETCONG,NJ,NJ,0.643132108,1.159421395,-0.030885749,0.05592676,0.085966124,0.070487761,0.051480052,0.159263313,225e3,172.41379310344828,3,"Netcong Borough School District, New Jersey",0.5567439096850861,3258.0,0.7861990950226244,25.686274509803923,3859.1848065349527
3411220,New Brunswick City School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,5.2729456661575265,NEW BRUNSWICK,NJ,NJ,-1.60039313,0.875713936,0.031935113,0.402634719,0.053693606,0.044851962,0.034899806,0.104767717,23e4,148.3613817537644,552,"New Brunswick City School District, New Jersey",0.6152288732394366,56338.0,0.38806880034835617,25.027288732394368,10684.35056359197
3411280,New Milford Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,2.2740344742910015,NEW MILFORD,NJ,NJ,1.09327943,1.148760418,0.142335725,-0.42330644,0.055864449,0.04778487,0.03664964,0.10801659500000001,367500.0,229.4981640146879,415,"New Milford Borough School District, New Jersey",0.5134150783052082,16640.0,0.7840868424191817,32.11727570717494,7317.391265665847
3411310,New Providence Borough School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,3.6403160941286203,NEW PROVIDENCE,NJ,NJ,2.555833484,1.189978379,0.081528385,0.04544267,0.056122465,0.047606207,0.037071599,0.108375118,55e4,149.06367041198502,4,"New Providence Borough School District, New Jersey",0.5587214611872147,12355.0,0.709094011260877,30.58447488584475,3393.9360430615043
3411340,Newark City School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,24.19341518184641,NEWARK,NJ,NJ,-0.997505038,0.961329691,0.032282184,0.173025359,0.047240751,0.040670307,0.031488995,0.092050217,163e3,71.94533762057878,887,"Newark City School District, New Jersey",0.4800716650876584,279793.0,0.4788116436776307,34.43882671869577,11564.841007231727
3411400,Newton Town School District,35620,"New York-Newark-Jersey City, NY-NJ-PA",1.0,3.3580352495841668,NEWTON,NJ,NJ,0.522170737,1.058486796,0.042549679,-0.285105539,0.067839829,0.055816679,0.042579778,0.129004961,216500.0,111.33280127693536,11,"Newton Town School District, New Jersey",0.6002320858717726,8036.0,0.7929078014184398,28.05047867711053,2393.066005187145
